"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4066743";"";"0";"423.40";"0";"1.61";"11h";"N#Cc1ccc(-n2nc(C(=O)N3CCC[C@@H](N)C3)cc2OCC(O)C(F)(F)F)cc1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"17.24";"0.33";"5.69";"6.22";"False";"CHEMBL4022410";"Inhibition of human recombinant N-terminal truncated LSD1 (151 to 852 residues) expressed in Escherichia coli using Histone H3(1 to 21)K4(Me1) biotin peptide as substrate incubated for 30 mins by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020789";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL1192435";"";"0";"286.36";"0";"2.01";"D8";"Cc1cc(NN)n2nc(SCc3ccccc3)nc2n1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4401333";"Reversible inhibition of recombinant LSD1 (unknown origin) assessed as recovery of enzyme activity at 40 uM measured 1 hr after 80-fold dilution";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400535";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4467873";"";"0";"377.85";"1";"6.02";"21g";"Cc1ccc(C(=O)c2cn(Cc3ccc(F)cc3)c3ccc(Cl)cc23)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4396034";"Inhibition of recombinant LSD1 (unknown origin) (catalytic domain 157 to 852 residues) expressed in Escherichia coli BL21 using H3K4me1 as substrate incubated for 1 hr by horse-radish peroxidase/amplex red-based fluorescence method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393711";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4526140";"";"0";"336.42";"0";"3.16";"D13";"Cc1cc(NN)n2nc(SCc3cccc4ccccc34)nc2n1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4401328";"Inhibition of recombinant LSD1 (unknown origin) using H3K4me2 as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400535";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4072238";"";"0";"349.18";"0";"3.13";"4m";"N/C(=N\O)c1ccc(/C=C/c2cc(O)c(O)cc2Br)cc1";"Ratio IC50";"'='";"80.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4002891";"Potency index, ratio of resveratrol IC50 to compound IC50 for recombinant full length LSD1 (unknown origin) expressed in Escherichia coli BL21 (DE)";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4002561";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL3216982";"";"0";"601.76";"2";"3.83";"8d";"Cl.Cl.S=C(NCCCNCCCCCCNCCCNC(=S)NCc1ccccc1)NCc1ccccc1";"Inhibition";"'='";"17.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3405673";"Inhibition of human recombinant LSD1 at 10 uM after 30 mins to 4 hrs by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400002";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL4441204";"";"0";"396.45";"0";"-0.22";"11d";"Cn1cnc2c1c(=O)n(CC(=O)N1CCN(Cc3ccccc3)CC1)c(=O)n2C";"Inhibition";"'='";"11.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4329419";"Inhibition of full length recombinant LSD1 (unknown origin) expressed in Escherichia coli BL21(DE3) at 20 uM using H3K4me2 as substrate after 30 mins in presence of FAD by amplex red reagent based fluorescence assay relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325908";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4446857";"";"0";"360.37";"0";"-1.71";"11e";"C=CC(=O)N1CCN(C(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)CC1";"Inhibition";"'='";"13.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4329419";"Inhibition of full length recombinant LSD1 (unknown origin) expressed in Escherichia coli BL21(DE3) at 20 uM using H3K4me2 as substrate after 30 mins in presence of FAD by amplex red reagent based fluorescence assay relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325908";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4090539";"";"0";"277.33";"0";"3.43";"9";"N/C(=N\O)c1ccc(/C=C/c2cccc3[nH]ccc23)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4002890";"Inhibition of recombinant full length LSD1 (unknown origin) expressed in Escherichia coli BL21 (DE) using H3K4me2 substrate by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4002561";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4069511";"";"0";"390.50";"0";"3.54";"26";"C#CCSc1nc(Sc2ccccn2)c2nnn(Cc3ccccc3)c2n1";"IC50";"'='";"678.0";"nM";"6.17";"";"";"UO_0000065";"15.80";"0.31";"2.63";"8.89";"False";"CHEMBL3994446";"Inhibition of full length recombinant LSD1 (unknown origin) expressed in Escherichia coli BL21(DE) using H3K4me2 as substrate by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3992565";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL4301645";"";"0";"216.33";"0";"1.88";"GSK-LSD1";"c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4390997";"Binding affinity to LSD1 in human A549 cells assessed as increase in stability of cellular LSD1 protein at 10 uM pre-incubated for 1 hr followed by heating at 52 degC for 3 mins by Western blot-based CESTA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390644";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307651";""
"CHEMBL4090528";"";"0";"442.57";"1";"5.11";"27";"c1ccc(CSc2nc(Sc3ccccn3)c3nnn(Cc4ccccc4)c3n2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL3994453";"Inhibition of LSD1 in human MGC803 cells assessed as accumulation of H3K4me2 up to 4 uM after 5 days by DAPI staining based immunofluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3992565";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";""
"CHEMBL4590800";"";"0";"435.51";"0";"3.30";"7f";"CN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)N/N=C2\CCc3cccc(O)c32)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4565576";"";"0";"399.88";"0";"3.66";"6m";"CCCCNC(=O)c1cccc(C(=O)N/N=C2\CCc3c(Cl)ccc(O)c32)c1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4282845";"";"0";"349.21";"0";"3.94";"7ab";"Ic1ccccc1CN[C@H]1C[C@@H]1c1ccccc1";"IC50";"'='";"91.1";"nM";"7.04";"";"";"UO_0000065";"20.16";"0.53";"3.10";"58.52";"False";"CHEMBL4253672";"Inhibition of GST-tagged LSD1 (2 to 852 residues) (unknown origin) expressed in baculovirus infected sf9 cells preincubated for 15 mins followed by H3K4me2 substrate addition measured after 60 mins by amplex red reagent based HRP enzyme coupled fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251603";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4113794";"";"0";"336.48";"0";"3.98";"BDBM254551";"NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3ccccc3)cc2)CC1";"IC50";"'='";"40.0";"nM";"7.40";"";"443225";"UO_0000065";"21.99";"0.40";"3.42";"15.65";"False";"CHEMBL3887191";"Biological Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc (catalog reference number 50100: human recombinant LSD1, GenBank accession no. NM_015013, amino acids 158-end with N-terminal GST tag, MW: 103 kDa). In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Anaspec) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red hydrogen peroxide/peroxidase assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of at least eight 3-fold serial dilutions of the respective inhibitor (e.g., from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in duplicate. After leaving the enzyme interacting with the inhibitor, KM of di-methylated H3-K4 peptide was added to each reaction and the experiment was left for 30 minutes at 37° C. in the dark. The enzymatic reactions were set up in a 50 mM sodium phosphate, pH 7.4 buffer. At the end of the incubation, Amplex Red reagent and horseradish peroxidase (HPR) solution were added to the reaction according to the recommendations provided by the supplier (Invitrogen), and left to incubate for 5 extra minutes at room temperature in the dark. A 1 uM H2O2 solution was used as a control of the kit efficiency. The conversion of the Amplex Red reagent to resorufin due to the presence of H2O2 in the assay, was monitored by fluorescence (excitation at 540 nm, emission at 590 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure level of H2O2 produced in the absence and/or in the presence of inhibitor. The maximum demethylase activity of LSD1 was obtained in the absence of inhibitor and corrected for background fluorescence in the absence of LSD1. The IC50 value of each inhibitor was calculated with GraphPad Prism Software.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886143";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL4113798";"";"0";"244.38";"0";"2.79";"BDBM254557";"CC1(N)CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1";"IC50";"'='";"148.0";"nM";"6.83";"";"443231";"UO_0000065";"27.95";"0.52";"4.04";"17.95";"False";"CHEMBL3887191";"Biological Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc (catalog reference number 50100: human recombinant LSD1, GenBank accession no. NM_015013, amino acids 158-end with N-terminal GST tag, MW: 103 kDa). In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Anaspec) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red hydrogen peroxide/peroxidase assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of at least eight 3-fold serial dilutions of the respective inhibitor (e.g., from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in duplicate. After leaving the enzyme interacting with the inhibitor, KM of di-methylated H3-K4 peptide was added to each reaction and the experiment was left for 30 minutes at 37° C. in the dark. The enzymatic reactions were set up in a 50 mM sodium phosphate, pH 7.4 buffer. At the end of the incubation, Amplex Red reagent and horseradish peroxidase (HPR) solution were added to the reaction according to the recommendations provided by the supplier (Invitrogen), and left to incubate for 5 extra minutes at room temperature in the dark. A 1 uM H2O2 solution was used as a control of the kit efficiency. The conversion of the Amplex Red reagent to resorufin due to the presence of H2O2 in the assay, was monitored by fluorescence (excitation at 540 nm, emission at 590 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure level of H2O2 produced in the absence and/or in the presence of inhibitor. The maximum demethylase activity of LSD1 was obtained in the absence of inhibitor and corrected for background fluorescence in the absence of LSD1. The IC50 value of each inhibitor was calculated with GraphPad Prism Software.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886143";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL4110561";"";"0";"337.47";"0";"3.48";"BDBM254588";"Cc1ccc(-c2ccc([C@H]3C[C@@H]3NC3CCC(N)CC3)cn2)cc1O";"IC50";"'='";"83.0";"nM";"7.08";"";"443262";"UO_0000065";"20.98";"0.39";"3.60";"9.95";"False";"CHEMBL3887191";"Biological Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc (catalog reference number 50100: human recombinant LSD1, GenBank accession no. NM_015013, amino acids 158-end with N-terminal GST tag, MW: 103 kDa). In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Anaspec) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red hydrogen peroxide/peroxidase assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of at least eight 3-fold serial dilutions of the respective inhibitor (e.g., from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in duplicate. After leaving the enzyme interacting with the inhibitor, KM of di-methylated H3-K4 peptide was added to each reaction and the experiment was left for 30 minutes at 37° C. in the dark. The enzymatic reactions were set up in a 50 mM sodium phosphate, pH 7.4 buffer. At the end of the incubation, Amplex Red reagent and horseradish peroxidase (HPR) solution were added to the reaction according to the recommendations provided by the supplier (Invitrogen), and left to incubate for 5 extra minutes at room temperature in the dark. A 1 uM H2O2 solution was used as a control of the kit efficiency. The conversion of the Amplex Red reagent to resorufin due to the presence of H2O2 in the assay, was monitored by fluorescence (excitation at 540 nm, emission at 590 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure level of H2O2 produced in the absence and/or in the presence of inhibitor. The maximum demethylase activity of LSD1 was obtained in the absence of inhibitor and corrected for background fluorescence in the absence of LSD1. The IC50 value of each inhibitor was calculated with GraphPad Prism Software.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886143";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL4440274";"";"0";"388.90";"0";"3.42";"WB08";"Cl.O=C(/C=C/c1cccc(O)c1)Nc1cccc(OCC2CCNCC2)c1";"IC50";"'='";"8600.0";"nM";"5.07";"";"";"UO_0000065";"14.37";"0.27";"1.65";"7.18";"False";"CHEMBL4315249";"Inhibition of human recombinant LSD1 using fluorogenic ADHP as substrate preincubated for 30 mins followed by substrate addition measured after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311998";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL4593062";"";"0";"303.28";"0";"2.40";"ORY-1001";"Cl.Cl.N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1";"IC50";"'='";"11.26";"nM";"7.95";"";"";"UO_0000065";"34.51";"0.64";"5.55";"20.89";"False";"CHEMBL4310660";"Inhibition of full length LSD1 (unknown origin) expressed in Escherichia coli BL21 (DE) using H3K4me2 peptide as substrate after 30 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4308871";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4476120";"";"0";"289.34";"0";"3.60";"4i";"Nc1ccc(/C=C/c2ccc(O)c(-c3ncccn3)c2)cc1";"Inhibition";"'='";"51.31";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4310661";"Inhibition of full length LSD1 (unknown origin) expressed in Escherichia coli BL21 (DE) at 10 uM using H3K4me2 peptide as substrate after 30 mins by fluorescence assay relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4308871";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL257990";"(+)-TRANYLCYPROMINE";"0";"133.19";"0";"1.50";"1a";"N[C@H]1C[C@@H]1c1ccccc1";"IC50";"'='";"6300.0";"nM";"5.20";"";"";"UO_0000065";"39.05";"0.71";"3.70";"19.99";"False";"CHEMBL4253684";"Inhibition of LSD1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251603";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL3104250";"";"0";"437.91";"0";"2.22";"BDBM151611";"C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"18.01";"0.37";"5.67";"7.28";"False";"CHEMBL4253684";"Inhibition of LSD1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251603";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL3144164";"";"0";"753.95";"3";"6.32";"4, 20";"Cl.Cl.S=C(NCCCNCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"7.13";"0.14";"-1.47";"6.72";"False";"CHEMBL3405675";"Inhibition of human recombinant LSD1 after 30 mins to 4 hrs by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400002";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL4533143";"";"0";"482.52";"1";"5.94";"cis-20c";"Fc1ccc([C@@H]2C[C@H]2N[C@H]2CC[C@@H](Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)cc1F";"FC";"'='";"7.59";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4370546";"Inhibition of LSD1 in human MV4-11 cells assessed as increase in CD86 mRNA expression at 100 nM by SYBR Green dye-bsed RT-qPCR analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MV4-11";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4368922";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3308063";""
"CHEMBL4444647";"";"0";"365.43";"0";"3.00";"6f";"CCCCNC(=O)c1cccc(C(=O)N/N=C2\CCc3cccc(O)c32)c1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4468660";"";"0";"373.43";"0";"1.72";"5k";"CN(C)S(=O)(=O)c1cccc(C(=O)N/N=C2\CCc3cccc(O)c32)c1";"Inhibition";"'='";"17.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4432425";"Inhibition of LSD1 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431347";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4225060";"";"0";"511.67";"2";"5.00";"1d";"COc1ccc([C@@H]2C[C@H]2NCCCCC2C(=O)N(Cc3ccccc3)CCN(c3ccccc3)C2=O)cc1";"Inhibition";"'='";"61.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4220488";"Inhibition of recombinant human LSD1 at 10 uM using H3K4me2 peptide as substrate measured after 30 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219062";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL3185881";"";"0";"273.29";"0";"1.41";"SID104224542";"O=C(O)c1ccc(O)c2ncc(NC3CCNC3)cc12";"Potency";"";"15236.9";"nM";"";"";"inconclusive";"UO_0000065";"";"";"";"";"False";"CHEMBL3215162";"PubChem BioAssay. qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E): Counterscreen with LSD1.   (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1086216";"";"0";"2280.67";"None";"None";"aziridinyl-K4H31-21";"CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN1CC1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)O";"IC50";"'='";"15600.0";"nM";"4.81";"";"";"UO_0000065";"2.11";"None";"None";"None";"False";"CHEMBL3226853";"Reversible inhibition of recombinant LSD1 catalytic domain (178 to 831 amino acids) (unknown origin) expressed in baculovirus infected insect Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217735";"1";"Scientific Literature";"MedChemComm";"2012";"CHEMBL3308860";""
"CHEMBL4093703";"";"0";"435.53";"0";"3.93";"23c";"Cn1ncc2cc([C@@H]3CN(C(=O)c4ccc(CN)cc4)C[C@H]3c3ccc(C#N)cc3)ccc21";"Kd";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"13.09";"0.24";"1.77";"6.48";"False";"CHEMBL4047448";"Binding affinity to LSD1 (unknown origin) by SPR analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL6136";"Lysine-specific histone demethylase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043241";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
